DateTime,NAV,Nifty500_TRI,scheme_code,NAV_normalized,Nft500_TRI_normalized,fund_return,index_return,excess_fund,excess_index,Rolling_beta,Rolling_alpha
2013-06-18,9.99,6313.16,122639,9.99,9.53102448745433,0.0010020040080160886,-0.0036865661277801776,0.0007409074657933612,-0.003947662670002905,,
2013-06-19,10.01,6329.95,122639,10.009999999999998,9.556372475014342,0.002002002002001735,0.002659523915123474,0.0017409054597790075,0.0023984273729007466,,
2013-06-20,9.93,6160.34,122639,9.93,9.300310999728254,-0.007992007992007832,-0.026794840401582865,-0.00825310453423056,-0.027055936943805592,,
2013-06-21,9.91,6147.39,122639,9.91,9.28076028865606,-0.002014098690835797,-0.002102156699143154,-0.0022751952330585246,-0.0023632532413658813,,
2013-06-24,9.8,6043.8,122639,9.8,9.124369697152693,-0.011099899091826404,-0.016851053861882903,-0.011360995634049131,-0.01711215040410563,,
2013-06-25,9.78,6050.09,122639,9.78,9.133865756816329,-0.0020408163265307477,0.0010407359608193278,-0.002301912868753475,0.0007796394185966005,,
2013-06-26,9.75,6030.01,122639,9.75,9.103550831848787,-0.0030674846625766694,-0.0033189588915206736,-0.003328581204799397,-0.003580055433743401,,
2013-06-27,9.79,6114.89,122639,9.79,9.231694797548236,0.004102564102564044,0.014076261896746711,0.003841467560341316,0.013815165354523984,,
2013-06-28,9.89,6277.73,122639,9.89,9.477535553609709,0.010214504596527174,0.026630078382440026,0.009953408054304447,0.026368981840217298,,
2013-07-01,9.93,6362.81,122639,9.93,9.605981460792899,0.004044489383215222,0.013552669515892068,0.0037833928409924944,0.013291572973669341,,
2013-07-02,9.93,6322.22,122639,9.93,9.544702436667773,0.0,-0.006379256963511493,-0.0002610965422227274,-0.00664035350573422,,
2013-07-03,9.91,6225.59,122639,9.91,9.398819408798575,-0.002014098690835797,-0.015284188149099487,-0.0022751952330585246,-0.015545284691322214,,
2013-07-04,9.95,6289.54,122639,9.95,9.495365198224583,0.004036326942482349,0.010272118787134854,0.0037752304002596215,0.010011022244912127,,
2013-07-05,9.97,6315.8,122639,9.97,9.535010115039706,0.0020100502512563345,0.004175186102640449,0.0017489537090336071,0.003914089560417722,,
2013-07-08,9.95,6267.69,122639,9.95,9.46237809112594,-0.0020060180541626726,-0.007617403970993419,-0.0022671145963854,-0.007878500513216147,0.29972400145129663,0.048131951038778806
2013-07-09,10.0,6322.15,122639,10.0,9.544596757148463,0.005025125628140836,0.008689006635618446,0.004764029085918109,0.008427910093395719,0.30530049886727334,0.07092553441282191
2013-07-10,10.0,6284.17,122639,10.0,9.487258069386153,0.0,-0.006007449997231906,-0.0002610965422227274,-0.006268546539454634,0.3039117847105917,0.0717034154720633
2013-07-11,10.06,6389.64,122639,10.06,9.64648691083668,0.006000000000000005,0.016783441568258173,0.005738903457777278,0.016522345026035445,0.30509927912422435,0.06927844110810842
2013-07-12,10.12,6452.31,122639,10.120000000000001,9.741100274766751,0.005964214711729587,0.009808064304092312,0.00570311816950686,0.009546967761869585,0.32653439426745523,0.06568287933265561
2013-07-15,10.18,6488.25,122639,10.18,9.79535915939491,0.005928853754940677,0.005570098150894598,0.00566775721271795,0.0053090016086718705,0.33907257453545786,0.045612336340806164
2013-07-16,10.1,6406.0,122639,10.1,9.67118572420665,-0.007858546168958758,-0.012676761838708361,-0.008119642711181485,-0.012937858380931089,0.3500493103721545,0.03798078155647901
2013-07-17,10.15,6407.99,122639,10.150000000000002,9.674190041969865,0.004950495049505177,0.00031064626912247206,0.0046893985072824496,4.9549726899744684e-05,0.350819133340311,0.08126060472300312
2013-07-18,10.21,6479.41,122639,10.21,9.782013345813581,0.005911330049261032,0.011145460589045975,0.005650233507038305,0.010884364046823247,0.35468405093225774,0.09705646593885497
2013-07-19,10.12,6459.04,122639,10.120000000000001,9.751260605694617,-0.008814887365328095,-0.003143804760001312,-0.009075983907550822,-0.0034049013022240393,0.3629308216407066,0.02008661400826862
2013-07-22,10.18,6456.87,122639,10.18,9.747984540596033,0.005928853754940677,-0.0003359632391191081,0.00566775721271795,-0.0005970597813418355,0.36010763371260346,0.08516360166047345
2013-07-23,10.16,6498.28,122639,10.16,9.810501524804492,-0.0019646365422396617,0.006413324102854556,-0.002225733084462389,0.006152227560631829,0.35948899330810624,0.0340875821603456
2013-07-24,10.03,6397.24,122639,10.03,9.657960687218816,-0.01279527559055127,-0.015548729817736362,-0.013056372132773997,-0.01580982635995909,0.38880318751974524,-0.032018832861319006
2013-07-25,9.96,6319.02,122639,9.96,9.539871372927927,-0.006979062811565129,-0.012227147957556639,-0.007240159353787856,-0.012488244499779366,0.40320444008672596,-0.07371310729016481
2013-07-26,9.95,6285.39,122639,9.95,9.48909991243697,-0.0010040160642571516,-0.005322027782789118,-0.001265112606479879,-0.005583124325011846,0.414856769626933,-0.037382220771121515
2013-07-29,9.88,6219.91,122639,9.88,9.390244270660345,-0.007035175879396838,-0.010417810191571397,-0.007296272421619565,-0.010678906733794125,0.42143581009952713,-0.0596943866059539
2013-07-30,9.83,6124.51,122639,9.83,9.24621818291615,-0.005060728744939347,-0.015337842508975075,-0.005321825287162074,-0.015598939051197802,0.4180302040170345,-0.0704070206405729
2013-07-31,9.76,6109.86,122639,9.76,9.224100969232161,-0.007121057985757906,-0.002392028096941723,-0.007382154527980633,-0.0026531246391644503,0.418957170096883,-0.12898222682144744
2013-08-01,9.78,6074.32,122639,9.78,9.170445967571485,0.002049180327868827,-0.005816827226810206,0.0017880837856460996,-0.0060779237690329335,0.4385572649903583,-0.1151461884070893
2013-08-02,9.81,6019.93,122639,9.81,9.08833298106827,0.0030674846625768915,-0.008954088688116535,0.002806388120354164,-0.009215185230339262,0.4212216776597514,-0.05115048188653911
2013-08-05,9.78,6031.75,122639,9.78,9.10617772275733,-0.003058103975535298,0.001963477980641004,-0.0033192005177580253,0.0017023814384182767,0.39878428889639933,-0.05171235863718579
2013-08-06,9.67,5879.75,122639,9.67,8.876702195114586,-0.011247443762781084,-0.025199983421063665,-0.011508540305003812,-0.025461079963286393,0.4071160840384202,-0.038737992796943226
2013-08-07,9.68,5879.46,122639,9.68,8.876264379963162,0.0010341261633919352,-4.932182490746673e-05,0.0007730296211692078,-0.0003104183671301941,0.40619508547738903,-0.01570690240047663
2013-08-08,9.79,5930.39,122639,9.79,8.953153778797668,0.011363636363636243,0.008662360148721238,0.011102539821413515,0.00840126360649851,0.43275780221299137,0.07191775933319718
2013-08-12,9.89,5990.61,122639,9.89,9.044068359551918,0.010214504596527174,0.010154475506669813,0.009953408054304447,0.009893378964447086,0.46852592987076525,0.14774625401952612
2013-08-13,9.96,6086.76,122639,9.96,9.18922672786014,0.00707785642062686,0.0160501184353512,0.006816759878404133,0.015789021893128474,0.4763137503774033,0.16670411927241935
2013-08-14,9.95,6131.24,122639,9.95,9.256378513844016,-0.0010040160642571516,0.007307664504596856,-0.001265112606479879,0.007046567962374128,0.4666052779257954,0.10050264473383852
2013-08-16,9.82,5897.1,122639,9.82,8.90289561882907,-0.01306532663316573,-0.03818803374195101,-0.013326423175388458,-0.03844913028417374,0.4458656155212055,0.08703214874288075
2013-08-19,9.7,5796.21,122639,9.7,8.750581237356199,-0.012219959266802527,-0.017108409218090315,-0.012481055809025254,-0.017369505760313042,0.4652341396821722,0.0672046632367334
2013-08-20,9.7,5777.38,122639,9.7,8.722153446662036,0.0,-0.0032486745649311644,-0.0002610965422227274,-0.0035097711071538917,0.46568453768314894,0.07969022161522858
2013-08-21,9.68,5681.15,122639,9.68,8.576874301760318,-0.0020618556701030855,-0.0166563390325718,-0.002322952212325813,-0.016917435574794526,0.45139784996522947,0.10214567351553579
2013-08-22,9.69,5774.59,122639,9.69,8.717941362963858,0.0010330578512396382,0.016447374211207233,0.0007719613090169108,0.016186277668984506,0.4222986107748367,0.01576619325887777
2013-08-23,9.77,5840.98,122639,9.77,8.818170838491499,0.008255933952528327,0.011496920127662458,0.0079948374103056,0.01123582358543973,0.43275810412983606,0.029905859653742446
2013-08-26,9.74,5856.18,122639,9.74,8.841118391255774,-0.003070624360286489,0.00260230303818898,-0.0033317209025092165,0.0023412064959662526,0.4339922182291846,0.006222596702952748
2013-08-27,9.64,5669.34,122639,9.64,8.559044657145446,-0.010266940451745366,-0.031904757025911,-0.010528036993968093,-0.03216585356813373,0.4121800423779989,-0.0026488217514729186
2013-08-28,9.61,5651.37,122639,9.61,8.531915214831365,-0.003112033195020847,-0.003169681126903856,-0.0033731297372435742,-0.0034307776691265834,0.4049387458893029,-0.05702927288073454
2013-08-29,9.64,5770.62,122639,9.64,8.71194782451161,0.003121748178980255,0.021101078145653318,0.0028606516367575274,0.02083998160343059,0.37793552047268003,-0.10445896097390858
2013-08-30,9.63,5831.25,122639,9.63,8.803481385307526,-0.0010373443983402453,0.010506669993865403,-0.0012984409405629727,0.010245573451642676,0.36422555916581045,-0.1985272698174994
2013-09-02,9.7,5914.21,122639,9.7,8.928726712763066,0.007268951194184581,0.014226795284030036,0.007007854651961853,0.013965698741807309,0.3661567987749514,-0.1949944962496425
2013-09-03,9.64,5716.38,122639,9.64,8.6300612941212,-0.006185567010309145,-0.03344994513214772,-0.006446663552531873,-0.033711041674370446,0.33860867408603634,-0.1089047734966982
2013-09-04,9.65,5816.37,122639,9.65,8.781016938917238,0.0010373443983402453,0.01749183924091824,0.0007762478561175179,0.01723074269869551,0.32295543421787043,-0.21495453287763733
2013-09-05,9.75,5957.06,122639,9.75,8.993417675654458,0.010362694300518172,0.024188626239389777,0.010101597758295444,0.02392752969716705,0.33762848481609026,-0.14845640918321598
2013-09-06,9.75,6036.03,122639,9.75,9.112639270509375,0.0,0.013256539299587367,-0.0002610965422227274,0.01299544275736464,0.31796248671034893,-0.1328823669672771
2013-09-10,9.87,6237.55,122639,9.87,9.416875509526253,0.01230769230769213,0.033386182639914,0.012046595765469403,0.03312508609769127,0.3218916576334084,-0.09216669180096618
2013-09-11,9.96,6273.78,122639,9.96,9.471572209305837,0.009118541033434902,0.005808370273585162,0.008857444491212174,0.005547273731362434,0.3270639145785117,-0.03701205339718415
2013-09-12,9.99,6213.34,122639,9.99,9.380325492919471,0.003012048192771122,-0.009633745525026494,0.0027509516505483944,-0.009894842067249221,0.31630878028932624,0.04484280635315997
2013-09-13,10.03,6219.72,122639,10.03,9.389957426250792,0.004004004004003914,0.0010268229325933742,0.0037429074617811864,0.0007657263903706468,0.31542705615433747,0.07759516520262642
2013-09-16,10.02,6206.48,122639,10.02,9.369968900027173,-0.0009970089730807485,-0.0021287131896613465,-0.001258105515303476,-0.002389809731884074,0.3133219946768301,0.1285576361769665
2013-09-17,10.03,6211.73,122639,10.03,9.377894863975362,0.0009980039920158834,0.0008458901019581244,0.000736907449793156,0.000584793559735397,0.31573446019448786,0.10180710993760471
2013-09-18,10.11,6259.12,122639,10.11,9.449439898547661,0.007976071784645988,0.007629114594484898,0.007714975242423261,0.007368018052262171,0.3255245636996297,0.09613161400130635
2013-09-19,10.19,6469.18,122639,10.19,9.766569038920258,0.007912957467853587,0.033560628331139375,0.00765186092563086,0.03329953178891665,0.3139652706533986,0.1084120592222332
2013-09-20,10.15,6374.62,122639,10.150000000000002,9.623811105407771,-0.003925417075564042,-0.014616999372409012,-0.004186513617786769,-0.01487809591463174,0.3019772918991838,0.1498370752002789
2013-09-23,10.04,6265.46,122639,10.04,9.459011443582234,-0.010837438423645596,-0.017124157989025113,-0.011098534965868323,-0.01738525453124784,0.31494559650647336,0.08681721119802707
2013-09-24,10.03,6268.47,122639,10.03,9.463555662912528,-0.0009960159362549792,0.00048041165373335915,-0.0012571124784777066,0.00021931511151063177,0.3096206722848967,0.006990364890697131
2013-09-25,10.07,6258.6,122639,10.07,9.448654850689937,0.003988035892323216,-0.0015745468990039369,0.003726939350100489,-0.0018356434412266642,0.30209518834460863,-0.012229325521227845
2013-09-26,10.1,6265.96,122639,10.1,9.459766297291583,0.002979145978152964,0.0011759818489756046,0.0027180494359302365,0.0009148853067528773,0.2987739727735068,-0.008191262253669371
2013-09-27,10.1,6229.07,122639,10.1,9.404073190615659,0.0,-0.005887366022125695,-0.0002610965422227274,-0.0061484625643484225,0.30000339582441266,0.03322682883113205
2013-09-30,10.13,6139.75,122639,10.13,9.269226123977173,0.002970297029702973,-0.014339219177180507,0.0027092004874802456,-0.014600315719403234,0.2769378480362528,0.11490914047014536
2013-10-01,10.17,6182.91,122639,10.169999999999998,9.334385096168361,0.0039486673247777215,0.007029602182499151,0.003687570782554994,0.006768505640276423,0.2574215595538474,0.20452388019031464
2013-10-03,10.19,6308.34,122639,10.19,9.523747697696187,0.00196656833824993,0.02028656409360652,0.0017054717960272026,0.02002546755138379,0.2481406009635014,0.17671836469842128
2013-10-04,10.14,6313.23,122639,10.14,9.53113016697364,-0.004906771344455274,0.000775164306298981,-0.0051678678866780015,0.0005140677640762537,0.2535260403009645,0.11188827573612821
2013-10-07,10.14,6322.54,122639,10.14,9.54518554304176,0.0,0.0014746809477876877,-0.0002610965422227274,0.0012135844055649603,0.2604834875912638,0.13003044031622174
2013-10-08,10.13,6341.66,122639,10.13,9.574051148887344,-0.0009861932938856066,0.003024101073302532,-0.001247289836108334,0.0027630045310798046,0.25511445623406137,0.07446311996719154
2013-10-09,10.11,6419.91,122639,10.11,9.692185754400796,-0.001974333662389083,0.012339040566665682,-0.00223543020461181,0.012077944024442955,0.2479131064324165,0.06812684761685651
2013-10-10,10.16,6440.93,122639,10.16,9.723919804341918,0.004945598417408492,0.003274189202029376,0.004684501875185765,0.0030130926598066488,0.23075014894594825,0.1404047276599537
2013-10-11,10.23,6502.92,122639,10.23,9.817506567227271,0.006889763779527547,0.009624386540453056,0.0066286672373048194,0.009363289998230329,0.22976269013606185,0.20074851647048886
2013-10-14,10.33,6522.67,122639,10.329999999999998,9.84732328874664,0.009775171065493415,0.00303709718095857,0.009514074523270688,0.0027760006387358427,0.2360002185678064,0.2853255101976782
2013-10-15,10.31,6485.76,122639,10.310000000000002,9.791599987922341,-0.0019361084220712588,-0.0056587256445596035,-0.002197204964293986,-0.005919822186782331,0.24462316973656412,0.30245609816315444
2013-10-17,10.32,6448.99,122639,10.32,9.736088046136658,0.0009699321047524911,-0.005669343299783081,0.0007088355625297638,-0.005930439842005808,0.23866334565207842,0.29452270532836033
2013-10-18,10.44,6581.65,122639,10.440000000000001,9.9363658323017,0.011627906976744207,0.020570663003044,0.01136681043452148,0.02030956646082127,0.2597401775365922,0.31181054166638783
2013-10-21,10.52,6615.33,122639,10.52,9.987212778163592,0.007662835249041988,0.005117257830483224,0.007401738706819261,0.0048561612882604965,0.27453897873508404,0.3791182288969332
2013-10-22,10.55,6625.74,122639,10.55,10.002928832392282,0.0028517110266161882,0.0015736176426572879,0.002590614484393461,0.0013125211004345605,0.26430022392041663,0.37685105048786505
2013-10-23,10.57,6604.96,122639,10.57,9.971557112231649,0.0018957345971564177,-0.003136253459990912,0.0016346380549336903,-0.0033973500022136394,0.2754481480837052,0.4212622469859768
2013-10-24,10.55,6590.36,122639,10.55,9.949515383918596,-0.0018921475875117721,-0.002210460017925908,-0.0021532441297344995,-0.0024715565601486356,0.26724282093603685,0.3877122024410521
2013-10-25,10.53,6563.9,122639,10.53,9.909568525619735,-0.0018957345971565287,-0.0040149551769554925,-0.002156831139379256,-0.00427605171917822,0.2639928031349848,0.31830927070851817
2013-10-28,10.55,6512.87,122639,10.55,9.83252815604336,0.0018993352326686086,-0.0077743414738188354,0.0016382386904458812,-0.008035438016041563,0.27106709189775474,0.3024100899060844
2013-10-29,10.58,6630.78,122639,10.58,10.01053775778254,0.0028436018957345155,0.018104153775524212,0.002582505353511788,0.017843057233301485,0.2560108509905305,0.26110790649530136
2013-10-30,10.59,6663.25,122639,10.59,10.059557957667804,0.000945179584120881,0.004896859796283515,0.0006840830418981536,0.004635763254060787,0.25269375353485557,0.26412443969341914
2013-10-31,10.67,6720.89,122639,10.67,10.146577493281804,0.007554296506137925,0.00865043334709048,0.007293199963915198,0.008389336804867753,0.25949870975570555,0.2984706671730758
2013-11-01,10.72,6746.28,122639,10.72,10.184908964642652,0.004686035613870709,0.003777773479405111,0.004424939071647982,0.0035166769371823836,0.25356272643297045,0.28266664717563844
2013-11-05,10.8,6725.77,122639,10.8,10.15394486548507,0.00746268656716409,-0.0030401940032135366,0.007201590024941362,-0.003301290545436264,0.2661450455667055,0.3534241758572181
2013-11-06,10.8,6693.2,122639,10.8,10.104773694857936,0.0,-0.004842568211520848,-0.0002610965422227274,-0.005103664753743575,0.25534831519979134,0.36836456742290874
2013-11-07,10.75,6647.97,122639,10.75,10.036489628310035,-0.00462962962962965,-0.006757604733161893,-0.004890726171852378,-0.00701870127538462,0.19727635635985308,0.42387148228580446
2013-11-08,10.68,6611.57,122639,10.68,9.981536278269271,-0.006511627906976791,-0.005475355634878221,-0.006772724449199519,-0.005736452177100948,0.22149093157535882,0.37794795033327766
2013-11-11,10.65,6547.83,122639,10.649999999999999,9.885307527401189,-0.002808988764045006,-0.009640675361525353,-0.0030700853062677336,-0.00990177190374808,0.23761747460726243,0.33065139866359966
2013-11-12,10.64,6487.68,122639,10.64,9.794498626166249,-0.0009389671361500485,-0.009186249490289122,-0.0012000636783727758,-0.00944734603251185,0.23885217359971986,0.31813079716338555
2013-11-13,10.63,6456.05,122639,10.630000000000003,9.746746580512696,-0.0009398496240600185,-0.0048753945940613885,-0.0012009461662827459,-0.005136491136284116,0.24202663757192047,0.30742968115976155
2013-11-14,10.71,6533.65,122639,10.71,9.863899876203991,0.007525870178739291,0.012019733428334733,0.007264773636516564,0.011758636886112006,0.2963062495485338,0.26682106438457376
2013-11-18,10.82,6660.31,122639,10.82,10.055119417856819,0.010270774976657293,0.019385795076259038,0.010009678434434566,0.01912469853403631,0.3184394487867888,0.2765641782284203
2013-11-19,10.83,6675.98,122639,10.83,10.078776533107883,0.0009242144177448175,0.0023527433407752874,0.0006631178755220901,0.00209164679855256,0.3699071633185469,0.2942137113205915
2013-11-20,10.87,6603.6,122639,10.87,9.969503910142215,0.003693444136657398,-0.010841853930059542,0.0034323475944346704,-0.01110295047228227,0.33190391340802144,0.41476759644111477
2013-11-21,10.82,6480.3,122639,10.82,9.783356985416226,-0.004599816007359592,-0.018671633654370412,-0.004860912549582319,-0.01893273019659314,0.33411999152124766,0.43195963096214723
2013-11-22,10.74,6481.23,122639,10.74,9.784761013315618,-0.007393715341959317,0.000143511874450164,-0.0076548118841820445,-0.00011758466777256338,0.3397411242209802,0.385501594288153
2013-11-25,10.76,6598.14,122639,10.760000000000002,9.9612609076361,0.0018621973929238145,0.01803824274096133,0.001601100850701087,0.017777146198738603,0.3352520915714449,0.4022534526908147
2013-11-26,10.7,6546.54,122639,10.7,9.883360004831063,-0.005576208178438846,-0.00782038574507371,-0.005837304720661574,-0.008081482287296438,0.3473294426961331,0.3441152964488247
2013-11-27,10.74,6547.53,122639,10.74,9.884854615175577,0.0037383177570093906,0.0001512249218669215,0.0034772212147866632,-0.00010987162035580589,0.34037840453956697,0.3453033530841001
2013-11-28,10.77,6588.04,122639,10.77,9.946012862707207,0.0027932960893854997,0.006187065962279137,0.0025321995471627723,0.0059259694200564095,0.33167595507538905,0.2779066075479453
2013-11-29,10.82,6673.85,122639,10.82,10.075560856306048,0.00464252553389044,0.013025118244576639,0.004381428991667713,0.012764021702353912,0.32460335762906745,0.2824316232985376
2013-12-02,10.87,6721.81,122639,10.87,10.14796642410701,0.004621072088724532,0.007186256808289215,0.004359975546501804,0.006925160266066488,0.33033399956621373,0.2763605639657448
2013-12-03,10.78,6709.93,122639,10.779999999999998,10.130031099972825,-0.008279668813247598,-0.0017673811071721168,-0.008540765355470326,-0.002028477649394844,0.31078434225717766,0.173209759273875
2013-12-04,10.76,6666.03,122639,10.760000000000002,10.063754944291796,-0.001855287569572872,-0.006542542172571109,-0.0021163841117955995,-0.006803638714793836,0.3027149432699411,0.12376843805446136
2013-12-05,10.81,6736.66,122639,10.809999999999999,10.170385579274736,0.004646840148698539,0.010595511871383634,0.0043857436064758115,0.010334415329160906,0.3049983157296586,0.11571319191350549
2013-12-06,10.79,6758.75,122639,10.79,10.20373501615387,-0.0018501387604069608,0.003279073012442346,-0.002111235302629688,0.003017976470219619,0.30504203584843587,0.06780582080735341
2013-12-09,10.81,6853.1,122639,10.809999999999999,10.346175911108428,0.001853568118628246,0.013959681893841447,0.0015924715764055186,0.01369858535161872,0.28992237485794536,0.061985369585897745
2013-12-10,10.72,6820.53,122639,10.72,10.297004740481295,-0.00832562442183149,-0.004752593716712217,-0.008586720964054217,-0.005013690258934944,0.3038086276178305,0.006046065865733323
2013-12-11,10.73,6795.07,122639,10.73,10.258567589601135,0.000932835820895539,-0.0037328477405715876,0.0006717392786728116,-0.003993944282794315,0.31400588227958437,-0.015467728123479931
2013-12-12,10.66,6732.06,122639,10.66,10.163440925148706,-0.006523765144454852,-0.009272899322597117,-0.006784861686677579,-0.009533995864819844,0.34890616149052983,-0.024462552173885058
2013-12-13,10.58,6655.76,122639,10.58,10.048250249101724,-0.007504690431519689,-0.011333826495901644,-0.007765786973742417,-0.011594923038124372,0.365945021768215,-0.04677964159852713
2013-12-16,10.61,6655.66,122639,10.61,10.048099278359855,0.002835538752362865,-1.5024580213074401e-05,0.0025744422101401376,-0.0002761211224358018,0.35094344918842074,-0.061834164513101884
2013-12-17,10.63,6645.22,122639,10.630000000000003,10.032337932908602,0.0018850141376063334,-0.0015685897416636285,0.001623917595383606,-0.001829686283886356,0.3441635356983303,-0.07083486626131269
2013-12-18,10.71,6731.12,122639,10.71,10.162021800175125,0.007525870178739291,0.01292658482337683,0.007264773636516564,0.012665488281154103,0.3690625008075324,-0.11527572848701555
2013-12-19,10.79,6690.46,122639,10.79,10.100637096530692,0.007469654528477809,-0.006040599484186893,0.007208557986255082,-0.00630169602640962,0.35058976113225365,-0.049883820452049754
2013-12-20,10.91,6803.87,122639,10.91,10.271853014885714,0.011121408711770142,0.016951001874310645,0.010860312169547415,0.016689905332087918,0.3732685054320651,0.009397854669147752
2013-12-23,11.04,6827.93,122639,11.04,10.30817657537969,0.01191567369385882,0.003536222767336783,0.011654577151636092,0.0032751262251140556,0.3713130904515578,0.136356259109654
2013-12-24,11.04,6824.11,122639,11.04,10.302409493040248,0.0,-0.0005594667783647145,-0.0002610965422227274,-0.0008205633205874419,0.37192311486548735,0.13144824748010617
2013-12-26,11.11,6840.5,122639,11.11,10.32715359763278,0.006340579710145011,0.0024017784004068954,0.006079483167922284,0.002140681858184168,0.38029370066423945,0.1531232881253503
2013-12-27,11.04,6878.08,122639,11.04,10.38388840242761,-0.006300630063006296,0.005493750456837976,-0.0065617266052290235,0.005232653914615248,0.3691684687965509,0.08028445737287389
2013-12-30,11.08,6857.48,122639,11.080000000000002,10.352788429602342,0.0036231884057973396,-0.0029950218665676376,0.003362091863574612,-0.003256118408790365,0.3510299160257848,0.10044177882738084
2013-12-31,11.12,6878.29,122639,11.12,10.384205440985536,0.0036101083032489267,0.0030346424634122293,0.0033490117610261994,0.002773545921189502,0.3292415077959581,0.09737582081019305
2014-01-01,11.17,6887.24,122639,11.17,10.397717322382922,0.004496402877697925,0.0013011955006259068,0.004235306335475197,0.0010400989584031795,0.3298241442851549,0.1301706677443853
2014-01-02,11.08,6786.1,122639,11.080000000000002,10.245025514055378,-0.008057296329453734,-0.014685127859635938,-0.008318392871676461,-0.014946224401858665,0.388550087268794,0.03194050943084248
2014-01-03,11.04,6788.46,122639,11.04,10.248588423563515,-0.003610108303249371,0.0003477697057219231,-0.003871204845472098,8.667316349919574e-05,0.41551691234700067,-0.030801045402396303
2014-01-06,11.06,6780.61,122639,11.06,10.236737220326699,0.0018115942028986698,-0.001156374199745125,0.0015504976606759424,-0.0014174707419678523,0.40711645836775323,0.05376598627296268
2014-01-07,11.05,6745.94,122639,11.05,10.184395664120292,-0.000904159132007254,-0.005113109292526841,-0.0011652556742299813,-0.005374205834749568,0.46298444165798075,0.10257339873686008
2014-01-08,11.11,6764.54,122639,11.11,10.212476222108155,0.005429864253393646,0.0027572139686984354,0.0051687677111709185,0.002496117426475708,0.4529996029814936,0.1560484338714793
2014-01-09,11.04,6745.79,122639,11.04,10.184169208007487,-0.006300630063006296,-0.0027718070999653843,-0.0065617266052290235,-0.0030329036421881117,0.4677676362698776,0.0800103057044514
2014-01-10,10.99,6737.11,122639,10.99,10.17106494761315,-0.00452898550724623,-0.001286728463234299,-0.004790082049468958,-0.0015478250054570264,0.47511215630078407,0.04692136069672438
2014-01-13,11.03,6815.5,122639,11.03,10.289410912165222,0.0036396724294813776,0.011635552929965653,0.00337857588725865,0.011374456387742926,0.47440291429902304,0.04412635348632024
2014-01-14,10.96,6788.63,122639,10.96,10.248845073824693,-0.006346328195829476,-0.003942484043723771,-0.006607424738052203,-0.004203580585946498,0.4835177755328711,-0.003870209593046948
2014-01-15,10.99,6857.22,122639,10.99,10.352395905673482,0.0027372262773721623,0.010103658617423683,0.002476129735149435,0.009842562075200956,0.45943759919250426,0.043434705251936725
2014-01-16,10.97,6845.55,122639,10.969999999999999,10.334777620097224,-0.0018198362147407998,-0.0017018558541219697,-0.002080932756963527,-0.001962952396344697,0.46546440217886303,0.024060604304441076
2014-01-17,10.9,6775.43,122639,10.9,10.228916935897823,-0.006381039197812077,-0.010243150659917655,-0.006642135740034805,-0.010504247202140382,0.4805616323590384,0.013065378098185462
