"DateTime","Parag Parikh Flexi Cap Fund - Regular Plan - Growth","$-Adjusted","NIFTY 500 - TRI "
"2025-02-10 00:00:00",79.94,0.9127,33812.23
"2025-02-11 00:00:00",79.08,0.9101,33146.32
"2025-02-12 00:00:00",79.1,0.9108,33091.14
"2025-02-13 00:00:00",79.32,0.9129,33086.76
"2025-02-14 00:00:00",78.96,0.9088,32659.9
"2025-02-17 00:00:00",79.1,0.9116,32691.24
"2025-02-18 00:00:00",79.03,0.9087,32627.75
"2025-02-19 00:00:00",78.9,NaN,32817.74
"2025-02-20 00:00:00",79.06,0.9119,32975.85
"2025-02-21 00:00:00",78.35,0.9042,32753.5
"2025-02-24 00:00:00",77.8,0.8974,32402.38
"2025-02-25 00:00:00",77.55,0.8913,32323.82
"2025-02-27 00:00:00",77.46,0.8881,32160.49
"2025-02-28 00:00:00",76.81,0.8788,31473.37
"2025-03-03 00:00:00",76.25,0.8731,31498.76
"2025-03-04 00:00:00",76.06,0.8704,31531.88
"2025-03-05 00:00:00",77.02,0.8844,32068
"2025-03-06 00:00:00",77.14,0.8858,32369.7
"2025-03-07 00:00:00",77.1,0.8855,32364.23
"2025-03-10 00:00:00",76.65,0.8786,32084.18
"2025-03-11 00:00:00",76.58,0.8769,32142.17
"2025-03-12 00:00:00",76.85,0.8807,32081.82
"2025-03-13 00:00:00",76.38,0.8771,31942.25
"2025-03-17 00:00:00",77.05,0.8877,32119.96
"2025-03-18 00:00:00",77.52,0.8944,32703.97
"2025-03-19 00:00:00",77.95,0.9012,33033.14
"2025-03-20 00:00:00",78.38,0.9081,33358.7
"2025-03-21 00:00:00",78.94,0.9156,33681.84
"2025-03-24 00:00:00",79.93,0.9313,34100.12
"2025-03-25 00:00:00",79.94,0.9324,33941.26
"2025-03-26 00:00:00",79.43,0.925,33685.64
"2025-03-27 00:00:00",79.48,0.9268,33895.46
"2025-03-28 00:00:00",78.92,0.9222,33787.56
"2025-03-31 00:00:00",78.88,NaN,NaN
"2025-04-01 00:00:00",78.11,NaN,33361.96
"2025-04-02 00:00:00",78.25,0.9141,33670.61
"2025-04-03 00:00:00",77.76,0.9079,33635.56
"2025-04-04 00:00:00",76.87,0.9019,32942.09
"2025-04-07 00:00:00",75.43,0.8791,31834.33
"2025-04-08 00:00:00",75.95,0.8841,32428.26
"2025-04-09 00:00:00",76.84,0.8871,32231.86
"2025-04-11 00:00:00",77.58,0.9006,32859.13
"2025-04-15 00:00:00",78.5,0.9161,33692.8
"2025-04-16 00:00:00",78.35,0.9148,33890.74
"2025-04-17 00:00:00",79.03,0.9236,34329.58
"2025-04-21 00:00:00",79.59,0.9346,34842.91
"2025-04-22 00:00:00",80.07,0.9408,34968.69
"2025-04-23 00:00:00",80.64,0.9439,35210.27
"2025-04-24 00:00:00",80.75,0.9443,35120.1
"2025-04-25 00:00:00",80.22,0.9374,34594.15
"2025-04-28 00:00:00",80.69,0.9471,34999.51
"2025-04-29 00:00:00",80.42,0.9439,35016.37
"2025-04-30 00:00:00",80.32,0.9444,34886.08
"2025-05-02 00:00:00",80.85,0.9641,34848.28
"2025-05-05 00:00:00",80.91,0.9605,35147.86
"2025-05-06 00:00:00",80.66,0.954,34770.1
"2025-05-07 00:00:00",80.89,0.9565,34953.84
"2025-05-08 00:00:00",80.7,0.9509,34590.6
"2025-05-09 00:00:00",79.81,0.9319,34326.37
"2025-05-12 00:00:00",82.26,NaN,35650
"2025-05-13 00:00:00",81.65,0.9618,35393.94
"2025-05-14 00:00:00",81.96,0.9609,35632.27
"2025-05-15 00:00:00",82.68,0.966,36090.63
"2025-05-16 00:00:00",82.94,0.9693,36232.61
"2025-05-19 00:00:00",83.31,0.9745,36224.52
"2025-05-20 00:00:00",82.38,0.964,35780.62
"2025-05-21 00:00:00",82.55,0.9648,36010.7
"2025-05-22 00:00:00",82.19,0.9595,35797.03
"2025-05-23 00:00:00",82.73,0.9655,36092.88
"2025-05-26 00:00:00",82.98,0.9774,36294.53
"2025-05-27 00:00:00",82.78,0.9703,36149.56
"2025-05-28 00:00:00",82.52,0.963,36105.43
"2025-05-29 00:00:00",82.58,0.9659,36236.36
"2025-05-30 00:00:00",82.46,0.9647,36160.26
"2025-06-02 00:00:00",82.64,0.9672,36211.9
"2025-06-03 00:00:00",82.16,0.9615,36024.39
"2025-06-04 00:00:00",82.55,0.9604,36185.79
"2025-06-05 00:00:00",82.85,0.9659,36386.82
"2025-06-06 00:00:00",83.94,0.9784,36753.75
"2025-06-09 00:00:00",84.35,0.9865,37016.25
"2025-06-10 00:00:00",84.48,0.9869,37032.96
"2025-06-11 00:00:00",84.3,0.9864,37030.15
"2025-06-12 00:00:00",83.61,0.9775,36568.42
"2025-06-13 00:00:00",83.25,0.967,36348.18
"2025-06-16 00:00:00",83.82,0.9744,36648.19
"2025-06-17 00:00:00",83.59,0.9709,36468.69
"2025-06-18 00:00:00",83.54,0.968,36379.4
"2025-06-19 00:00:00",83.41,0.9621,36123.39
"2025-06-20 00:00:00",83.94,0.9691,36565.82
"2025-06-23 00:00:00",83.73,0.9646,36507.74
"2025-06-24 00:00:00",83.98,0.9754,36687.65
"2025-06-25 00:00:00",84.44,0.9833,36979.23
"2025-06-26 00:00:00",85.07,0.992,37329.53
"2025-06-27 00:00:00",85.52,0.9996,37526.73
"2025-06-30 00:00:00",85.28,0.9969,37522.38
"2025-07-01 00:00:00",85.07,0.9936,37519.71
"2025-07-02 00:00:00",84.94,0.9912,37411.42
"2025-07-03 00:00:00",84.86,0.9924,37371
"2025-07-04 00:00:00",85,0.9955,37443.2
"2025-07-07 00:00:00",85.04,0.9909,37426.49
"2025-07-08 00:00:00",84.88,0.9902,37461.97
"2025-07-09 00:00:00",85.12,0.9921,37438.19
"2025-07-10 00:00:00",84.83,0.9912,37302.43
"2025-07-11 00:00:00",84.53,0.9845,37005.03
"2025-07-14 00:00:00",84.72,NaN,37047.2
"2025-07-15 00:00:00",84.81,NaN,37270.09
"2025-07-16 00:00:00",84.8,NaN,37309.4
"2025-07-17 00:00:00",84.73,NaN,37225.68
"2025-07-18 00:00:00",84.37,NaN,37010.28
